iter	RMSE
139	0.09085515234
140	0.0907305577
141	0.09062222917
142	0.09054231513
143	0.09045015375
144	0.09030109757
145	0.0900694649
146	0.08996156579
147	0.08985472581
148	0.08963369211
149	0.08949891252
150	0.08940423806
151	0.08929476568
152	0.08918599078
153	0.08907947089
154	0.08895038332
155	0.08886756222
156	0.08878236662
157	0.08870279677
158	0.08861366278
159	0.08854351654
160	0.08840259864
161	0.08833519363
162	0.08821182952
163	0.08810738557
164	0.08800133684
165	0.08789745519
166	0.08769843432
167	0.08761070221
168	0.08743797093
169	0.08734977018
170	0.08727028276
171	0.08717270418
172	0.08704556744
173	0.0868918315
174	0.08679820983
175	0.08670345541
176	0.08658030973
177	0.08650699365
178	0.08642649134
179	0.08634995779
180	0.08627249458
181	0.08618857131
182	0.08605937533
183	0.08595249182
184	0.08589222272
185	0.08579040648
186	0.08573360613
187	0.0856851954
188	0.08557703297
189	0.08544125539
190	0.0853519666
191	0.08526628282
192	0.08518633371
193	0.08510870923
194	0.08504859668
195	0.08500235914
196	0.08492144014
197	0.08484436509
198	0.0846786798
199	0.08461451814
200	0.08453653516
201	0.08446638492
202	0.08438691471
203	0.08433175797
204	0.08428548742
205	0.084150857
206	0.08406196019
207	0.08390446904
208	0.08383758718
209	0.08377207434
210	0.08372486997
211	0.08363880944
212	0.08356148407
213	0.08349681545
214	0.08346072614
215	0.08338646703
216	0.08330362071
217	0.08325202495
218	0.08320045363
219	0.08312080037
220	0.08306526297
221	0.08301984343
222	0.08298075637
223	0.08291245986
224	0.08286449727
225	0.0828251325
226	0.08275912083
227	0.08271286126
228	0.08263360836
229	0.08261523387
230	0.08254855794
231	0.08248828296
232	0.08242036796
233	0.08237923994
234	0.08231340016
235	0.08225715239
236	0.08221347413
237	0.08212848219
238	0.08206775366
239	0.08201499086
240	0.08196778406
241	0.08192579725
242	0.08185930742
243	0.08178455898
244	0.08173690001
245	0.08167793825
246	0.08161284553
247	0.08155436729
248	0.08150351822
249	0.08148718517
250	0.08143777519
251	0.08140641181
252	0.08134614514
253	0.08126713699
254	0.08122329403
255	0.08115177553
256	0.08112459971
257	0.0810618498
258	0.08100048982
259	0.08092094109
260	0.08087119417
261	0.08083876745
262	0.08080313427
263	0.08073131385
264	0.08067381109
265	0.08062010872
266	0.08055189479
267	0.08050096436
268	0.08042913159
269	0.08036882992
270	0.08032708844
271	0.08027026238
272	0.08022864383
273	0.08018202063
274	0.08014097915
275	0.08010457263
276	0.08004171317
277	0.08000307656
278	0.07994264476
279	0.07989821142
280	0.07986305182
281	0.07981580362
282	0.07974876394
283	0.0796992155
284	0.07960637827
285	0.07954659186
286	0.07949229633
287	0.07946946653
288	0.07943478227
289	0.07938820828
290	0.07930443503
291	0.07925775073
292	0.07921372071
293	0.07916067766
294	0.07911989632
295	0.07908281601
296	0.07900963977
297	0.07897342823
298	0.07892484222
299	0.07886783823
300	0.07881461082
301	0.07876843365
302	0.0787512225
303	0.07869376772
304	0.07864090677
305	0.07861153232
306	0.0785937676
307	0.07854571799
308	0.07853260538
309	0.07848436561
310	0.07844361153
311	0.07839073365
312	0.07836511208
313	0.07832736268
314	0.07828811543
315	0.0782634134
316	0.07822740909
317	0.07818230433
318	0.07809849315
319	0.07807571002
320	0.0780429627
321	0.07797397211
322	0.07794382643
323	0.07790556319
324	0.07787568447
325	0.07782126792
326	0.07779139147
327	0.07775184016
328	0.0776997797
329	0.0776344747
330	0.07756555496
331	0.07751254567
332	0.07747085955
333	0.07734662288
334	0.07724430913
335	0.07718998096
336	0.07714297244
337	0.07711090536
338	0.07706903805
339	0.07704014329
340	0.07699029569
341	0.07696806937
342	0.07691001398
343	0.07688735338
344	0.07685305336
345	0.07681798394
346	0.07678546969
347	0.07675409979
348	0.07674057774
349	0.07671369462
350	0.07667486279
351	0.07663697788
352	0.07658427339
353	0.07654626955
354	0.07650553584
355	0.07647650075
356	0.07639135914
357	0.07634393744
358	0.07626289874
359	0.07622774906
360	0.076148154
361	0.0761007772
362	0.07605399369
363	0.07602947989
364	0.07598203452
365	0.07594425232
366	0.07590539952
367	0.07586766669
368	0.07584459938
369	0.07582559484
370	0.07578983795
371	0.07573789214
372	0.07566477806
373	0.07562027508
374	0.07558677696
375	0.07554543602
376	0.07551355192
377	0.07547111795
378	0.07544059464
379	0.07541045567
380	0.07538699204
381	0.07533286266
382	0.07530404497
383	0.07525325599
384	0.0752047679
385	0.07515202295
386	0.07511180002
387	0.07507548715
388	0.075042564
389	0.07501294084
390	0.07497627001
391	0.07494750907
392	0.0749131889
393	0.07488358411
394	0.07484427736
395	0.07482139283
396	0.0747856989
397	0.07475082678
398	0.07472786651
399	0.07469069745
400	0.07465476609
401	0.07460175704
402	0.07457057126
403	0.07453434491
404	0.07449197397
405	0.07446690994
406	0.07442868014
407	0.07437040745
408	0.0743537335
409	0.07433642391
410	0.07430851944
411	0.07428255989
412	0.07423642014
413	0.07419905769
414	0.07414793615
415	0.07409580018
416	0.07407835486
417	0.07405373904
418	0.07401923708
419	0.07399785989
420	0.07397392668
421	0.07394045818
422	0.07392357801
423	0.07389402603
424	0.07385805651
425	0.07382558007
426	0.07380517867
427	0.07376479732
428	0.07371267831
429	0.07369349292
430	0.07366779016
431	0.07362179044
432	0.07359463104
433	0.07356499486
434	0.07353610058
435	0.07351130077
436	0.07348179559
437	0.07345179263
438	0.0734267774
439	0.07339158043
440	0.07335959741
441	0.0733330626
442	0.07330889082
443	0.07329503704
444	0.07326349836
445	0.07322898493
446	0.0731993813
447	0.07315085385
448	0.07312150994
449	0.07309234444
450	0.07306117184
451	0.07303228168
452	0.07300468757
453	0.07298518971
454	0.07295768159
455	0.07294450333
456	0.07290407118
457	0.07287424495
458	0.07285071571
459	0.0728024844
460	0.07277734974
461	0.07274534157
462	0.07271866448
463	0.07269973473
464	0.07266817663
465	0.07264282855
466	0.0726116797
467	0.07257653196
468	0.07255516809
469	0.07252122726
470	0.07249524558
471	0.07247355477
472	0.07243187929
473	0.07239154445
474	0.07237067401
475	0.072347114
476	0.07233177298
477	0.07231300492
478	0.07230603353
479	0.07227889339
480	0.07224295851
481	0.07221692868
482	0.07220003163
483	0.07216854239
484	0.07214565789
485	0.07211966085
486	0.07209131896
487	0.07204649482
488	0.07201528853
489	0.07199960425
490	0.07197280856
491	0.07194750294
492	0.07192110381
493	0.0718960776
494	0.07186858297
495	0.07184191132
496	0.07180983852
497	0.0717816939
498	0.07175290187
499	0.07172552481
500	0.0716580931
501	0.07162918998
502	0.07161208431
503	0.07158608285
504	0.07157479538
505	0.07154164734
506	0.07151743965
507	0.07149895321
508	0.07147929046
509	0.07144941804
510	0.07141475606
511	0.07139463289
512	0.07136522509
513	0.07134178731
514	0.07132353911
515	0.07129324396
516	0.07127208923
517	0.07123592759
518	0.07120132054
519	0.07116950281
520	0.07114069787
521	0.07110711285
522	0.07108459483
523	0.07104372132
524	0.07100073628
525	0.07097250568
526	0.07095035053
527	0.07092436638
528	0.07085200991
529	0.07082556672
530	0.07080744421
531	0.0707902987
532	0.07076523108
533	0.07073970621
534	0.07071463785
535	0.0706916774
536	0.07067118169
537	0.07065008896
538	0.07062286782
539	0.07059661303
540	0.07057334774
541	0.07054851171
542	0.07052416759
543	0.07049484982
544	0.07048858515
545	0.07045965982
546	0.07044354913
547	0.07040546009
548	0.07038839172
549	0.07036149349
550	0.07033761481
551	0.07031957495
552	0.07029962427
553	0.07028037959
554	0.07026465416
555	0.07025622224
556	0.07022900807
557	0.07021140765
558	0.07019043923
559	0.07016925156
560	0.07015571768
561	0.07014953784
562	0.07012774235
563	0.0701106307
564	0.07008635174
565	0.07006253557
566	0.07004568537
567	0.07002003267
568	0.07000382513
569	0.06998694173
570	0.06997369707
571	0.06995858685
572	0.06994201463
573	0.06992103646
574	0.06989456623
575	0.06987389542
576	0.06985952947
577	0.0698415995
578	0.069826095
579	0.06980178486
580	0.06978271856
581	0.06976824437
582	0.06974506449
583	0.06972321389
584	0.06970750708
585	0.06968717273
586	0.06965286212
587	0.06963842046
588	0.06961688233
589	0.06959770152
590	0.06956421536
591	0.06953247954
592	0.06951892764
593	0.06950307702
594	0.06948258193
595	0.06946103022
596	0.06944572431
597	0.06943124394
598	0.06941406139
599	0.06939680781
600	0.06937649348
601	0.06931207235
602	0.06925233332
603	0.06923299705
604	0.06921536713
605	0.06919868142
606	0.06918783308
607	0.06917234367
608	0.06915739358
609	0.06912971898
610	0.06910603258
611	0.06907892653
612	0.06906647984
613	0.06904651261
614	0.0690055879
615	0.06898936191
616	0.06896325748
617	0.06894883433
618	0.06892413621
619	0.06891397203
620	0.06889124237
621	0.06887479848
622	0.0688555126
623	0.06884216654
624	0.06883564125
625	0.06880756109
626	0.06875748406
627	0.06874394945
628	0.0687256602
629	0.06870301407
630	0.06868930754
631	0.06867883095
632	0.06865786292
633	0.06864382208
634	0.06861708192
635	0.06861106963
636	0.06859484287
637	0.06857352312
638	0.06855774784
639	0.06853597523
640	0.06852736856
641	0.06851263564
642	0.06848795783
643	0.06846605169
644	0.06845150289
645	0.06843866343
646	0.06842483445
647	0.06840859579
648	0.06839384541
649	0.06837422958
650	0.06835545321
651	0.06833292947
652	0.06831451775
653	0.06829672862
654	0.06826881236
655	0.06825840487
656	0.06824670552
657	0.06823238233
658	0.06820808292
659	0.06818283042
660	0.06816657592
661	0.06814360462
662	0.06813046811
663	0.06810580929
664	0.06809623215
665	0.06808181601
666	0.06805962003
667	0.06804111427
668	0.06800994475
669	0.06800017948
670	0.06798719638
671	0.06797400778
672	0.06795115365
673	0.06793499082
674	0.06792143594
675	0.06790994551
676	0.06789300606
677	0.06786094974
678	0.06784274052
679	0.06782540269
680	0.06781667089
681	0.0677793215
682	0.0677577226
683	0.06774163417
684	0.06772379273
685	0.06769640697
686	0.06767035656
687	0.06765056655
688	0.06763262549
689	0.0676042716
690	0.06758097723
691	0.06756294122
692	0.06754612013
693	0.067491488
694	0.06747470544
695	0.06745517113
696	0.06744203752
697	0.06742575306
698	0.06741002912
699	0.06738651462
700	0.06737346123
701	0.06736010128
702	0.06734538027
703	0.06732293679
704	0.06731364377
705	0.06729564074
706	0.0672855856
707	0.06727049524
708	0.06725135667
709	0.06722667451
710	0.06721118592
711	0.06719669034
712	0.06715673757
713	0.06713761171
714	0.06712490844
715	0.06710646368
716	0.06709061961
717	0.06707418221
718	0.06705873665
719	0.06704279799
720	0.06702840369
721	0.06701445555
722	0.06700043311
723	0.06697783731
724	0.0669577038
725	0.06695306622
726	0.06693238764
727	0.06691615132
728	0.06690114222
729	0.06687750344
730	0.06685045473
731	0.06682931627
732	0.06681958483
733	0.06680335824
734	0.06677752247
735	0.06676785464
736	0.06675701385
737	0.06674173852
738	0.06673470854
739	0.06671872251
740	0.06670611999
741	0.06668526353
742	0.06667804442
743	0.0666509322
744	0.06663881782
745	0.06662038775
746	0.06660554596
747	0.06659181176
748	0.06657832953
749	0.06656369106
750	0.06655641704
751	0.06654650069
752	0.06652955511
753	0.06649423584
754	0.06647794633
755	0.06646618707
756	0.06645151228
757	0.06644038068
758	0.06642483986
759	0.06640871467
760	0.06639625031
761	0.06638613057
762	0.06637022379
763	0.06635379836
764	0.0663388592
765	0.06631601509
766	0.06629553107
767	0.06625602538
768	0.0662291187
769	0.06621315349
770	0.06620871156
771	0.06619459758
772	0.06618235204
773	0.06616992468
774	0.06615365785
775	0.0661389086
776	0.06611737626
777	0.06609411028
778	0.06608166689
779	0.06606418734
780	0.06604446533
781	0.0660313028
782	0.06601506083
783	0.06600148222
784	0.06598106233
785	0.06597051645
786	0.06596045306
787	0.06595021213
788	0.06593345802
789	0.06591915005
790	0.06590218477
791	0.06588522468
792	0.06586464838
793	0.06583843817
794	0.06582458135
795	0.06580726205
796	0.0657927746
797	0.06576500957
798	0.06574964703
799	0.06572186869
800	0.06571122406
801	0.06569267537
802	0.06566931652
803	0.06565140218
804	0.06564335899
805	0.06561019053
806	0.06559165255
807	0.0655713791
808	0.06555665126
809	0.06554409464
810	0.06551894546
811	0.06550754633
812	0.06549292366
813	0.06548252041
814	0.06547170315
815	0.06545890792
816	0.06544002004
817	0.06543318172
818	0.06541880738
819	0.06539938848
820	0.06538676802
821	0.06537688098
822	0.06536637915
823	0.06535771829
824	0.06535041881
825	0.06534118182
826	0.06532833273
827	0.06531555931
828	0.06530522981
829	0.06527946213
830	0.06526615529
831	0.0652513474
832	0.06523877498
833	0.06522551088
834	0.06521399226
835	0.06518826769
836	0.06517302296
837	0.06516178368
838	0.06514763475
839	0.06512809701
840	0.06511571423
841	0.06510252991
842	0.06509117886
843	0.06507165492
844	0.06505925054
845	0.06504222957
846	0.0650243326
847	0.06501148082
848	0.0650002332
849	0.06498573936
850	0.06496560974
851	0.06495601486
852	0.06494302577
853	0.06493316955
854	0.06492264862
855	0.06491107743
856	0.06488850169
857	0.06487793846
858	0.06486470704
859	0.06485087634
860	0.06484013235
861	0.06483084742
862	0.06481692998
863	0.06479116419
864	0.06477201486
865	0.06476093138
866	0.0647446708
867	0.06470917505
868	0.06469835143
869	0.06467794835
870	0.06466054331
871	0.06464452848
872	0.06463342926
873	0.06461964244
874	0.06460983165
875	0.06459386322
876	0.06458435915
877	0.06457374775
878	0.06456501957
879	0.06454914606
880	0.06452346226
881	0.06450773428
882	0.06449797352
883	0.06448896623
884	0.064477283
885	0.06446388765
886	0.0644534828
887	0.06444411227
888	0.06442471694
889	0.06441384824
890	0.06440385948
891	0.06437752265
892	0.06436997595
893	0.06435640909
894	0.0643396843
895	0.0643290065
896	0.06431840852
897	0.0643010518
898	0.06428948992
899	0.06427954175
900	0.06426941496
901	0.06425311451
902	0.06424100335
903	0.06422551608
904	0.06421730118
905	0.06420826922
906	0.06419723427
907	0.06418776001
908	0.06417572746
909	0.0641569033
910	0.06414856697
911	0.06413413096
912	0.06411497953
913	0.06409297739
914	0.06408600993
915	0.06407577048
916	0.06406490974
917	0.0640523427
918	0.0640418748
919	0.06403332812
920	0.06402321073
921	0.06400973245
922	0.0640010155
923	0.06397633584
924	0.06395838351
925	0.06394689955
926	0.06393737051
927	0.06392966883
928	0.06391250655
929	0.06389766173
930	0.06388168227
931	0.06387330872
932	0.06386116344
933	0.06385157768
934	0.06383927872
935	0.06382110495
936	0.06381081867
937	0.06380328575
938	0.06379126715
939	0.06377762712
940	0.06377077166
941	0.06376168406
942	0.06374869842
943	0.06371821749
944	0.06370783832
945	0.06369131138
946	0.06367875227
947	0.06366600244
948	0.06365716817
949	0.06364755202
950	0.06363545702
951	0.06362466457
952	0.06360778002
953	0.06360169485
954	0.06359120122
955	0.06357793615
956	0.06355991706
957	0.06354322051
958	0.06353537935
959	0.06351449294
960	0.06349978294
961	0.06348638567
962	0.06347619354
963	0.0634604785
964	0.06343142376
965	0.06340390288
966	0.06338842306
967	0.0633798178
968	0.0633707188
969	0.06335824759
970	0.06334284297
971	0.0633366467
972	0.06332721401
973	0.06331708046
974	0.06330512611
975	0.06329401089
976	0.06328763637
977	0.06327910734
978	0.0632681127
979	0.06325892619
980	0.06324791838
981	0.06323363219
982	0.06322463741
983	0.06321301963
984	0.0632067187
985	0.06318800551
986	0.06317751684
987	0.06316408946
988	0.06315282404
989	0.06313673209
990	0.0631257182
991	0.06311383748
992	0.06310102164
993	0.06309206926
994	0.06307838972
995	0.06306948791
996	0.06305447429
997	0.06304002171
998	0.06302908874
999	0.06301728223
